message,location
"Think about the future of the planet, and not your pockets!","[52, -1]"
Please stop supporting the end of this planet,"[50, -4]"
"I teach 440 children every week at the Primary School where I a music teacher: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[52, 0]"
HELP THE PLANET,"[55, -1]"
Cut the coal insurance your not helping the world.,"[52, 0]"
"I guess everyone wants to be part of the solution to the problem of global heating rather than part of the problem. Stopping fossil fuel extraction and prospecting is the most glaringly obvious thing to save young people and future generations from the collapse of their life support system - i.e. the planet. Please be part of the solution,","[54, -3]"
"We have now the chance to prevent so much pain, suffering and costs. Our generation seems to understand this, why the others not?","[47, 9]"
"We live in an age in which we have reached the brink of choice about the very continued existence of our race. By insuring the disastrous Adani mine in Australia and the TransMountain pipeline in Canada, Lloyd's is not only opening up some of the greatest untouched fossil fuel reserves on the planet, it is also wrecking the lands of vulnerable Indigenous communities.    Without insurance, these reckless schemes can't happen -- fossil fuels stay in the ground and a better future for the most vulnerable communities, you and me, is possible. In fact, if you continue to support this blind, self serving folly, there will be no future. Please do the right thing, for us, and for future generations.","[52, 0]"
We all know that if we redesign our economic structures we can save our planet.  You have so much peer to affect the outcome. Please do the right thing for all of us and our children. ,"[50, -125]"
My grandchildren's future and yours depend on companies like Lloyds of London making radical changes to their current ways of working. Please help make their future safe and healthy with access to food and water without the threat of climate crisis wars. ,"[50, -4]"
"Climate change is wreaking havoc with our planet, from catastrophic flooding in many parts of the world, to horrendous fires in many others. Arctic ice is melting and we are losing many species of plant (eg coral) and animals that sustain the environment and balance nature. We all know by now that the cause of this is the use of fossil fuels. Please help stop this by refusing to insure the mining of coal and extraction of gas and oil. The adverse effects of using fossil fuels impacts everyone in the world, including the staff and Names of Lloyds! Act now, please!","[51, 0]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[52, 0]"
The world needs your support in protecting us from dirty fossil fuels especially for the sake of our grandchildren. ,"[-37, 175]"
"Be Green. No promises, just action.","[53, -1]"
I am an old man but I worry enormously about the impact of climate change on all the young people I know and I hope that they may be able to live their lives without this dreadful threat hanging over them.,"[51, -1]"
"It’s now “ Code Red for Humanity “,  it is  absolutely imperative that each  person and every company and corporation take action to mitigate the upcoming climate chaos coming our way . Worldwide we see ever increasing natural disasters and we are all have a responsibility to act . Please Lloy’s do your part .","[-35, 139]"
If we replace fossil fuels with renewables and storage the world will be a healthier place,"[-38, 145]"
Time for a rethink guys!!,"[52, 0]"
"Stop helping to try to sustain the unsustainable. You do more harm than good, prioritising shallow perception of short term localised parasitic gains by stealing from humanity's & Earth's collective future.    When even the IEA publicly declares there must be no more new fossil fuel projects in light of overwhelming evidence & understanding of the consequences that are presently flowing from those harmful dynamics which are thus evidenced, there can be no reasonable justification to continue to cling to broken ideology & status quo.    You are not neutral in this debate, in these actions, these dynamics. You are an active player. Please rethink. Humanity must course correct. Use your position to help bring about corrective change.    The blacksmith forges metal. Whether he willingly chooses to forge weapons or ploughshares is his choice. Please make the right choice for the future of humanity, for the future of life on Earth.    Blessed be.","[52, 0]"
Please stop funding the destruction of our life support system NOW. Thanks ,"[43, 23]"
"UK banks (Lloyds in particular) are some of the biggest financiers of fossil fuel projects. Fossil fuel extraction has been factually proven to be incredibly damaging and on many levels. By supporting it, you are shortening the time we have left to create a safe future. Why not switch and invest in projects that will help us all to have a future? Banks are all about security and safety, creating a place where our money is safe, giving us the possibility to have a future in which we have some control, one in which we can live out some of our dreams, retire, buy a house, and invest in projects ourselves. Your investments in fossil fuels projects are the opposite of that and we, customers, finally understand this. More and more people are moving their bank accounts to banks that promise not to invest in fossil fuel projects. I know because I have. It is vital to you, it is a question of survival, for you to stop investing in fossil fuel projects and find investments whose mission is to create a better future. It is actually a very simple calculation, and the outcome is clear and is only pointing in one direction. What are you waiting for? ","[51, 0]"
"It's time to stop insuring fossil fuel companies. They knew 40 years ago that their product would cause climate change. They lobbied, obfuscated the truth and carried on polluting our only planet to the point where it's being destroyed. For the sake of future generations, you need to be as ruthless as they are now, and cut off their funding, so they're forced to stop extracting. We MUST transition to a future of renewables NOW. Think of your own children and grandchildren and do the right thing. ","[52, -2]"
Millions of humans will die or be displaced unless we divest from fossil fuels. ,"[52, 0]"
Please stop insuring projects that will mean the destruction of our beautiful planet. Be part of the green revolution and a future for my children and yours.,"[55, -3]"
Please stop insuring fossil fuel projects. We are facing a climate crisis and need to change behaviour quickly. I want my children and grandchildren,"[53, -1]"
I want a future for children we must reverse global warming,"[52, 0]"
"At this critical time, use your billions to save the earth we live on not rape it","[52, -1]"
"Llioyd’s is a global name and associated with insurance. We all need to insure against catastrophe. Nothing is more important than the threat to this beautiful planet due to global warming. It is in everyone’s interest to protect the planet, none more so than insurance companies. If you take no action you will have endless claims for damages due to global warming.   So I urge you to do everything you can for all our sakes.","[54, -2]"
Stop lining your pockets from the destruction of our planet you bastards. ,"[52, -1]"
"WHERE IS YOUR CONSCIENCE FOR TOMORROW'S CHILDREN,YOUR CHILDREN,GRANDCHILDREN??  YOU WILL BE DEAD AND GONE BUT THEY WILL SUFFER THANKS TO YOUR LACK OF COURAGE.","[-37, 175]"
I live on a small island. I am extremely concerned about rising sea levels and increasing storm damage. Please stop providing insurance to fossil fuel projects.,"[57, -6]"
My children and grandchildren deserve better. Be part of the solution not the problem.,"[51, -3]"
"Flooding, fires & famine are all coming, more, & fiercer!!!  You really want that for your children & grandchildren???","[52, 0]"
Island nations are particularly vulnerable to climate chaos. We need to do every we can to halt the earths demise,"[53, -9]"
Save our planet now not just for us but for our future generations,"[56, -3]"
"As intelligent investors, you should not need to be told to do the right thing. You know that damaging climate change is being caused by burning fossil fuels. Please turn your investments towards renewables for a fairer and more sustainable future.","[55, -3]"
"homes and habitats burning. dirty flood water destroying homes, livelihoods and lives. ecosystem collapse. fossil fuels are behind all of these things, hastening the collapse of civilisation and the sixth extinction. don't be complicit in this, Lloyds. Be on the right side of history. ","[52, 0]"
Everyone and every living thing suffers from climate change.  Please don’t continue to contribute because there’s no planet B.,"[44, -79]"
I always believed that I would die before climate change started to affect my life but all around me I see the negative impact of human life to nature.  We can no longer hide from our responsibilities to the future. I ask you please to help save the world.  ,"[52, 0]"
"Our climate is our oxygen, you crap on that and you crap on yourself.  Wherever I have had a choice to support Lloyds I have chosen not to. Be on the right side of history this time and maybe in the future you’ll have clients who choose you because of your values. ","[-39, 178]"
I love and cherish my grandchildren and I want to save them from climate chaos and for them to live and enjoy the world we live in without danger and scarcity.,"[53, -3]"
Bastards ,"[52, 4]"
My family are farmers and we are desperate about the impact heatwaves and sudden rainfalls are having on my livelihood. Please help us and stop insuring fossil fuels ,"[42, 13]"
Please stop supporting technology that is killing our planet.   99.9% of the science community agree that we are heading for a climate disaster - if we do nothing. But it can be stopped.   You no longer have any excuse for insuring or supporting business that ignore the facts. Think of your children and grandchildren ...,"[54, -2]"
"Lloyd’s of London is making billions while insuring the worst fossil fuels projects -- adding more fuel to the fire.    By insuring the disastrous Adani mine in Australia and the TransMountain pipeline in Canada, Lloyd's is not only opening up some of the greatest untouched fossil fuel reserves on the planet, it is also wrecking the lands of vulnerable Indigenous communities.    Please stop insuring fossil fuel business.    ","[53, -2]"
We hay in 2021 the worst cold season and a ver hot summer. I'm very worried of this heritage for my son.,"[42, 2]"
I have two young children and I want a future free of danger and scarcity for them - we still have time to set the world on the right course for all our children's futures' but we have to take action and Lloyds is in a unique position to do so.,"[51, -1]"
"Dear Lloyds,    I am writing to you to plead that you cease supporting climate damaging industries.    I understand that the priorities in your day job, to maximize profit in the short and medium term, conflicts with what I am sure you feel to be your priorities in the long term, to reduce the risk of catastrophic change to the lives of your children and grand children. But as a global community we have to make some very difficult decisions very soon. These decisions might damage profit and growth, which are human constructs, but they will save the world that we all depend on.    Please act on the right priorities.    Sarah","[51, -3]"
I care about my Grandchildren please help save them from Climate Chaos. Stop helping polluters.  Thanks,"[50, -4]"
I try and imagine what the lives of my grandchildren will be like ....and children like them all over the world-if we dont take action now. Please do what is needed.,"[51, -3]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[51, 8]"
Don’t use fossil fuels!,"[51, 0]"
"I live in the Australian tropics and have had insurance payouts from both cyclones and recent, unprecedented floods.  It will only get worse.  Please consider being on the right side of history and helping to mitigate this climate crisis in the only way  that appears to affect policy - the hip pocket.  Mining companies require insurance, it is vital for their existence  - so please don’t.  Thank you","[-27, 153]"
Heartbreaking to see damage to the Barrier Reef. Heartbreaking to see damage to the land. Heartbreaking and dangerous to encourage anything that damages our ecosystem as a whole. Please don't insure anything that does all this.,"[52, 0]"
I worry about the state that we have left the planet in for the next generation. The planet is on the verge at a tipping point. The finical cost if nothing is done will be staggering. There will be money to be made out of going green. ,"[52, 0]"
"Historically, Lloyds insurers helped to usher in the industrial revolution by providing security for investors. Now is the time for Lloyds to usher in another more sustainable social, commercial and industrial revolution, and to cease support for industries which are destructive and polluting.","[51, 0]"
Please reconsider your stance on fossil fuels. We need to be looking for alternatives to protect future generations. ,"[53, -3]"
Your either going to be part of the problem or part of the solution. It's time to put the welfare of everyone first and not succumb to greed.,"[53, -1]"
"Dear Lloyd's staff   Many of you are mothers, fathers, and have and love your children. In turn your children will have children and they their children ... what sort of world do you hope for your great-grandchildren and what are you going to do to help ensure that they enjoy the best possible chance of being happy and safe in an increasingly dangerous world, the result of climate change.     Time for a rethink in how and where Lloyds invests?  Best wishes  Adrian Cullis","[52, -3]"
Please put the future of all of us ahead of short term easy profits - lead by example and be a force for change in addressing the climate crisis.,"[53, 1]"
Hi please respect climate change its a very big thing ,"[52, 0]"
I want to leave this planet safe for my children and grandchildren.,"[52, -1]"
"STOP! Just STOP!   You are all intelligent people - otherwise you would not be working for LLoyd’s of London - so either individually, or collectively, STOP! enabling fossil production.  Thank you, obo Planet Earth & future generations of the human race.","[51, 1]"
"I manage a small parcel of land in Dartmoor. Over the last decade I have witnessed a significant decline in insect population across the region and we are doing our small bit to repair that. But the big damage is caused by climate change and this is just a small foretaste of what is to come. Without unified global action our planet will lose most of its life within the lifetime of my own child and we will plunge into a whirl of destructive chaos. That's the science. Lloyds is in a position to do something positive and shift from its current immoral and life-threatening support for the fossil fuel industry. Imagine a world where no one would insure any project that threatens life on earth. That's the kind of world I want to live in. But Lloyds continue to insure environmentally destructive activities throughout the world. I am asking you as a member of Lloyds staff to do what you can to influence your company towards responsible action, to make Lloyds a world leader in their support for life-enhancing projects and to abandon their support specifically for fossil fuels. What a gift that would be to COP26!","[51, -2]"
Please have compassion for the environment and planet we all share ,"[52, 0]"
"My heart is heavy as I see our Planet being destroyed at an ever increasing pace.  From the destruction of the rain forests, the creation of more coal mines, drilling for oil, the Ocean floors being scraped bare by over fishing.  I'm 88 and won't be here much longer but I hope our Earth can be saved for the next generation of children.  Please think twice before funding any more destructive Mines or Oil Wells.   For the Planet, it should be Health before Wealth. ","[52, 0]"
Stop insuring anything to do with fossil fuel ,"[51, 0]"
Stop contribution in  to damaging companies who are endangering our our lives,"[51, -3]"
I want this planet to survive.,"[47, 9]"
"I want to have my say on planet earth and the ongoing climate crisis that endangers indigenous communities and wildlife.  Please awaken to the consequences of your eternal pursuit of capital gains and start to respect our planet and all the creatures living on it.  Best in mind, there are no pockets in a shroud and there are alternatives means of doing things that may be more costly but are for the good of the planet and life on the planet.  Thank you.","[56, -4]"
Stop insuring climate chaos,"[56, -4]"
Deeply concerned about funding of further fossil fuel exploration and exploitation. Are you not worried about your own children and grand-children. Please stop this now. ,"[52, -2]"
"The climate crisis is wreaking havoc on the world, and your company, whilst not directly responsible, is contributing to the decline of our natural world. Please stop. ","[51, -3]"
"If you won't listen to anyone else, surely you believe Sir David  Attenborough, when he says that we need to act and to act now","[52, 0]"
We are running out of time! Think about your children's future. ,"[55, -1]"
Stop. Its about time  you took this planet seriously  and stop businesses who are doing injustice to our planet by supporting them. This is not right. ,"[-38, 145]"
The future is important. Its a zero sum game.. make money lose later… it need not be a zero sum game. And you are in denial and you do have the courage to make s better future. ,"[51, -3]"
"Lloyd's of London has always been the epitome of professionalism and ethical business behaviour....until now. Get OUT of this destructive bent you have entered into, one which will have disasterous repercussions not only for my children and grandchildren........BUT FOR YOURS!. Break this cycle; advertise yourselves as having got on the Climate before Profit waggon...............PLEASE.","[-34, 151]"
"you have an opportunity to do something really special for the planet.  Please stop insuring businesses that pollute and bring climate chaos down on all our heads.  Create your legacy for you, me, our children and the planet.","[56, -3]"
Please act bravely Lloyds… show us you are the global leader you purport to be and act decisively and stop supporting climate wrecking businesses!,"[-34, 151]"
"Coal is no longer viable, drop it now ","[57, -2]"
Please stop insuring fossil fuel projects. They are endangering the world with disaster.  I worry that the world my grandchildren inherit will be endangered and made difficult for them to live in without disasters ,"[52, -2]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.    In the 2020 wildfires in Australia, my son’s asthma worsened, leaving him struggling to breathe and us worried for his life and future.","[52, 0]"
Put life before profit.,"[51, 0]"
Don’t you want a future?    Your destroying the Earth’s,"[52, -2]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.  ","[40, -4]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.  In the 2020 wildfires in Australia, my son’s asthma worsened, leaving him struggling to breathe and us worried for his life and future.  ","[40, -4]"
Please stop insuring projects that contribute to climate chaos.  The world is on the brink right now.  We are all trying to do our bit to help the situation.  Please do yours.,"[51, 1]"
"Just stop. Stop insuring fossil fuel business that is killing our planet and killing people in the process and will kill us all if we don’t STOP. Please, just stop.","[52, -4]"
Stop thinking about the profit,"[55, -1]"
Give more money/support to sustainable development for poor households deprived of sufficient food and heat,"[52, 0]"
"I am an 82 year old grandmother who has watched, with dismay  over her life time the havoc wrought by climate change. Just as smoking became known to cause cancer, despite efforts to hide that fact, it is now clear - more than clear - that fossil fuels are the main cause of a change that is already destroying lives in the developing world and will destroy lives of my descendants too if allowed to carry on. That said how is it possible that you - your organisation - can continue to insure new sources of coal and oil such as the Adani mine in Australia, the proposed oil field to the north of us. This is no longer a commercial decision. It is a moral one - a life giving or life destroying one. Please refuse to insure such businesses; for the planet’s sake.     ","[52, 0]"
"We need to save our planet now, for future generations to enjoy a life without increasing scarcity,chaos or danger.  We have witnessed enough turmoil around the world with terrible fires and flooding and strong winds.  It is time that Lloyd's looked to be proactive rather than reactive takers. Lloyd's has earnt billions on others misery and suffering g through insuring damage g schemes  it is time they stopped snd thought to lead in a better way for a future for all -they're grand children I included.","[51, 0]"
"I want to save my children from the worst effects of climate change.  It's too late for some things, but some we can save.     We can still mitigate the worst effects:  the ice caps don't need to melt so that we see catastrophic loss of life and land to rising seas.   I'm sure you don't want to see that - no one does.   Coal is crucial in our attempts to reduce global carbon impact.  We must stop supporting the use of coal any way we can.  Thank you for reading this.    Kind regards,  Simon Tozer","[51, -3]"
You have a responsibility to ensure the future is not destroyed by your commercial activities now. Please don't insure polluting companies. Thanks,"[36, -5]"
"It’s clearly time to stop supporting fossil fuels - now . . . So why are you confusing to underpin companies which are making a very bad global situation, even worse?","[53, -2]"
Please play your part in tackling the serious environmental challenges the world is facing!  Refuse to insure those companies who contribute in a huge way to these problems. It would give them a powerful incentive to invest in green products instead.,"[51, 1]"
"I want the bush in Australia to be enjoyable for many generations to come, not wrecked even more, every year by climate change. We can do something. Stand up   with us Lloyd's. ","[-27, 153]"
"Dear members of staff,   I would like you all to consider the damage that is being wrought on the planet due to fossil fuels. Lloyd’s of London provides insurance and reinsurance that supports, enables and provides cover for some of the world’s worst fossil fuel projects, including coal mines, tar sands pipelines and new oil & gas exploration, which are incompatible with keeping climate change under 1.5°C.     The climate science is clear. Lloyd’s has a responsibility to support international climate targets and align their businesses with the Paris Agreement.    This is the time to act. You have no other choice if you want to make a massive difference to the way this climate crisis is playing out. I want my grandchildren to inherit an earth that is in  someway brought back from the brink of it's destruction.    Yours sincerely,  Andrea Hewes","[52, -1]"
"The past fey years have already seen deadly heat waves and droughts; If this continues, I will not have a future to look forward to!","[52, 4]"
"Please, please recognise that the Earth, our homeland, is in climate change crisis and join other financial institutions in withdrawing your support for fossil fuels. I, you, everyone need to justify our actions to future generations. ","[53, -2]"
Please desist supporting businesses that are polluting our world….  Profiteering from these businesses is utterly immoral  …… sincerely June Moran,"[54, -2]"
I think about my grandchildren and the world we are leaving them. I want them to enjoy life as I have. But with what I see of climate change this is becoming increasingly difficult to imagine. It’s time to stop supporting fossil fuels.,"[43, 2]"
"Look at what you are doing, think twice and then stop!","[53, -3]"
URGENT:  Stop supporting projects which generate climate gases!,"[47, 7]"
"To all of you at Lloyd’s.     Time for you to get into the 21st century and do your part in supporting green economic developments that are good for the planet. This so our children and grandchildren will have a safer, healthier more secure world to live in, along with this amazing planet we are in a symbiotic relationship with. Not one parasitic as fossil fuel users are at present. Please stop supporting fossil fuels or in a short while Lloyds will be known as a fossil relic afraid to do what’s right for the good of all life on earth.     Sincerely   Carol Powney","[53, -2]"
"I have children, grandchildren,  nephews and nieces. I want them to have a future in a world not destroyed by man made climate change.  You should not be doing anything to encourage the extraction or burning of fossil fuels. Instead, you should look to industries that create renewable energy.","[51, 0]"
"As we are learning increasingly the world is precious and fragile, This includes the lives of indigenous people. Please do not harm this planet any more than you have done. Leave fossil fuel’s in the ground Sl and protect the lives of indigenous people","[53, -1]"
Please stop supporting fossil fuels and save the planet. ,"[51, 0]"
"COP26 is only a few short weeks away in the future.   A few short weeks ago in the past the IPCC wrote its most urgent & conclusive report to the world that climate change is at an alarming stage threatening the lives of millions - and the way of life for us all.   We must change our behaviour!   Yet Lloyd's of London continues, through its policy of insuring fossil fuel projects, to facilitate the most damaging of human activities.   The Adani coal mine in Australia is just one such project that could not go ahead without your insurance support.   Please, for the sakes of our grandchildren, for the sakes of the natural work upon which we humans rely for our very existence, stop funding climate change.   Stop funding fossil fuels extraction.   Stop funding new fossil fuel infrastructure.   It's time to put your money to  constructive, beneficial, climate-friendly use.   Please stop insuring the very fuels that will kill us all.   ","[52, -4]"
"My daughter lives in California. Every year now they fear the wildfires, suffer from days of  bad smoke when they have to stay indoors as it is dangerous for anyone's health, particularly her husband who has asthma, and her son (15) who sffers from anxiety.","[52, -2]"
We need to save our world from this climate chaos. There are too many floods and too much extreme heat causing fires around the world ,"[53, -3]"
If u don’t stop helping to distort the earth Your Grandchildren will suffer along with everyone else. Stop and turn your Dirty ProfitsTo Green Profits and save Your Grandchildren. If the planet dies there will be No Profit !!!!!,"[52, 1]"
Please think about the future and not about short term gain. Nature and animals to see and hear. I no longer see moths and birds in my garden as before. Please stop funding fossil fuel extraction. I plead from my heart. ,"[51, -4]"
I'm surprised that you insure and help fund earth-destroying mines and businesses. I think our children are more important than money.,"[51, 0]"
Do the right thing.  Fossil will seriously harm your grandchildren.  They won't be able to hide from nature with only money. ,"[50, -97]"
"Please protect people & planet, in particular, my children & grandchild's future. Protect the beauty of this world which we should all cherish & love. Please protect from climate chaos.    Protect a future for us all to live and enjoy the world we live in without danger and scarcity.    The rising dangers are no longer an abstraction. We see perilously higher temperatures causing fires. Heavier rainfall causing floods, stronger storms, melting ice sheets and rising seas.    These events not only cause localised death & destruction but threaten global food supplies and increasingly desperate migrations of refugees.    Please do your bit to end fossil fuels.","[54, -2]"
"It seems to me the world *could* be saved, but those people and organizations who had the power to do so (companies such as yours) deliberately chose to let it burn instead. Will you prove me wrong?","[44, 11]"
"The climate crisis is already happening. Denial and delay only make it worse. Please be part of the solution, not the problem.","[51, -3]"
"Please show your pioneering spirit, and help steer us away from climate chaos towards a greener future.","[51, -1]"
"Dear Lloyds of London    I'd like to speak on behalf of my young nieces and nephews, who will have to try to live in a world ravaged by uncontrollable wild fires and rising ocean levels shrinking our coastlines and engulfing entire islands and their inhabitants. Unless we do something now.    Lloyds of London - by insuring fossil-fuel industries and others - is insuring that catastrophic future.    On behalf of my nieces and nephews aged between 2 and 9 years old, I am asking Lloyds of London to change your policies and stop insuring this grim future.    Sincerely    Mary J Murray  ","[52, 0]"
Every single individual rich or poor has a responsibility to help prevent the forthcoming climate catastrophy.  People with more power can have bigger beneficial effect - use your power for good for goodness sake,"[50, -4]"
"Lloyd's is one of the oldest insurance businesses in the world -- and by far the worst. From the insurance of slave ships, to the insurance of climate-destroying projects that dispossess Indigenous peoples of their land, Lloyd’s literally have blood on their hands.","[53, -1]"
"Please do not support thr taking of fossil fuels from the ground . It wrecks the environment and contributes to adverse climate events, Sincerely ,Jean","[-35, 149]"
"The consequences of global heating are already being felt around the world. The choice that we face now is how bad we are going to let things get. Only be taking strong action now can we hope to ensure that the climate problems of the rest of this century will be merely difficult, rather than catastrophic.","[25, 122]"
"This planet is suffering from humanities use of fossil fuels, and in turn humanity is suffering from climate change. I don't want to see more reports from my country and beyond of extreme heat leading to fires, extreme downpours leading to flooding, but without taking measures NOW, these scenarios will only continue.","[53, 1]"
Qunt$ !!,"[52, 0]"
Financing the depletion and ill-health of the Earth has to stop!,"[51, -4]"
Are you out of your minds? Haven't you seen enough evidence or  dies profit and greed trump everything. When will you do the right thing. Stop supporting environment damage.,"[52, -3]"
" love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity. You are knowingly endangering all our futures by investing in fossil fuels, Don't you know renewables are the only sensible option - and plenty of money to be there without destroying civilisation","[52, 0]"
Stop funding the destruction to our planet .,"[52, -3]"
"I love and cherish my grandchildren  : I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity!","[-38, 145]"
"There can be a better tomorrow, but will Lloyd's ever see that opportunity?","[-34, 151]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[51, -3]"
"Please put the future of the planet and our children and grandchildren before profits, and stop insuring fossil fuel companies.  With respect  Gavin James (Retired scientist)   ","[-44, 173]"
Lloyd’s of London is making billions while insuring the worst fossil fuels projects -- adding more fuel to the fire.    This is not ok 2021.  Think again.  Do the right thing!!!!,"[59, 18]"
I am extremely concerned about this and for people to come after us,"[52, 0]"
"Already the climate  is unequivocally showing signs of chaos as a result of global warming caused by human activity, primarily fossil fuel burning: extreme flooding across Western Europe this summer, huge wildfires burning across Australia, California, Siberia; extreme heat in North America and Canada. I would love my children to inherit a world where further descent into chaos has been halted and we have the opportunity to allow them to live in the world we share without danger and scarcity.","[52, 0]"
No more COAL please  Be KIND to Mother Earth  Thankyou 💕💕💕,"[52, 0]"
"We all need to be able to live safely and healthily in this world, not deliberately chose to destroy it","[52, -1]"
Please don't insure coal mines which endanger not only our climate but the lives of indigenous peoples,"[51, 0]"
Protect the environment for everyone and not your profits for the few,"[52, 0]"
"Hi, I'm concerned that Lloyds is supporting projects that are likely to have grave environmental problems. Whilst the world will need fossil fuels for a few years yet, projects such as the Adeni Mine seem quite unnecessary and pose huge risk.  Kind regards,  Ian Rankin","[-7, 39]"
"My children deserve a better future - one that doesn't involve the risk of human fuelled flooding and fires.   We live in Walthamstow which was flooded twice this year. And we have family in British Columbia, Canada who have been affected by forest fires and extreme heats of 49 degrees centigrade this summer which meant they couldn't really leave their house or breathe the air outside. ","[52, 0]"
"Greed has ravished our planet, destroyed land, poisoned oceans and waterways ,decimated peoples  lives and livelihoods .  Time to get real and preserve all that matters !","[-41, 175]"
"Dear staff of Lloyd's, I urge you to do what you can to restrict or limit you services for any new or existing fossil fuel projects. We cannot afford the risk of warming our climate further than the warming that's already locked in due to our use of fossil fuels so far.  I worry that not only will my daughters inherit a world worse than the one I was born into, but one worse than any our ancestors lived in, with agriculture and fresh water drastically affected causing instability around the world.   As insurance is supposed to be about mitigating risk in the future I would appeal to you not to increase the risk we all face.    Thank you for your time,    Ross Taylor","[52, -2]"
Go and fuck yourself if you think you can ruin my future! ,"[52, -10]"
Stop insuring projects that are destroying our planet. Greed is is stealing our children's future. Do not underwrite projects like the Adani and Cumbrian mines.,"[52, -2]"
Do you ever wonder whether your grandchildren will have the chance to spend the dirty cash you’re so busy accumulating now?,"[51, -1]"
Making money from companies that have helped destroy our planet,"[54, 0]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[52, 7]"
"Think about the climate and the people who want’s to live on a beautiful planet. Whitout desasters.  Please think about the next generation.  Greatings, A. van Utrecht.","[52, 4]"
"I am writing to you to ask that you do not have any part in supporting the Adani Carmichael Mine in Australia.  By insuring the disastrous Adani mine in Australia and the TransMountain pipeline in Canada, Lloyd's is not only opening up some of the greatest untouched fossil fuel reserves on the planet, it is also wrecking the lands of vulnerable Indigenous communities.    In the conflagration of the 2019-2020 bushfires in Australia whole villages in my area of the Southern Highlands of New South Wales were razed.  There was nothing left standing, the trees were turned to charcoal, only now are there starting to be green areas re emerging.  The fires were a direct result of climate change and as such a direct result of fosil fuels.  We need to move from fossil fuels to renewable energy and by propping up these industries we are not being realistic and we are harming future generations.    Without insurance, these reckless schemes can't happen -- fossil fuels stay in the ground and a better future for the most vulnerable communities, you and me, is possible.  ","[-34, 151]"
"Insuring any Fossil Fuel Project is working against the efforts to fight Climate Chane.  Please desist, NOW.","[54, -1]"
We are in a climate and biodiversity crisis. Continuing to facilitate and profit from the mining of fossil fuels is completely amoral and puts us all at risk.     ,"[52, 2]"
I do not want to see my country become uninhabitable with droughts and rising sea levels.,"[41, 2]"
Please for the love of our children and children's children stop enabling industries that cause climate change ,"[51, -3]"
"My wife has asthma, which has worsened considerably over the past 10 years and we live on Exmoor where rainfall has increased massively over the same period - to such an extent that we have to worry about flooding on numerous occasions. Apart from this we have witnessed truly awful events the world over … The Australian Wildfires of 2020; the diminishing of the Polar Icecaps. Every continent has its own examples of Climate Chaos - severe droughts in Africa year after year. What sort of World are we leaving for future generations - the burning of fossil fuels being directly attributable.","[50, -4]"
Stop insuring fossil fuel. You are damaging all of us. Be an EX-SMOKER.,"[52, -3]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[51, -1]"
"Hi all in Lloyd's of London,    I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.    Thanks!","[53, -2]"
We've all seen the corals bleaching and the fires increase. Our planet is sick. It's criminal to go on ignoring it. You are in a position to do something. Please quit doing business with the gas and oil companies and other polluters.,"[43, -79]"
How about insuring a future for young people??  They don’t deserve the climate chaos your money making business is causing.  💚💚,"[57, -3]"
Be the change you want to see in the world! -Gandhi,"[50, -4]"
"My children are reluctant to bring their own children in to such an uncertain future, what about your's?  As William Shatner has just realised, the reality is we live on a fragile planet and cannot afford to destroy the environment it created that allows us to exist because we won't exist any where else ...","[52, 1]"
"The terrible 2020 wildfires in Australia, the warming oceans, disappearing arctic ice, melting of the permafrost leave me worried for the future of my children and your children and the rest of the world’s children. To paraphrase Sting’s song lyrics “I hope Lloyds of London love their children too”  The decisions you make now will shape the future of our planet and the lives of all our children. Please make decisions that will ensure they have a good future.","[-34, 151]"
"It is immensely disturbing that a UK prestige company like Lloyds of London are supporting industries which directly damage the world that needs to be saved for not only our children but life as we know it on Earth. If enough investors and support industries withdrew their support for this dirty industry those companies would have no alternative but to stop that work and proceed to develop industries to support mankind's existence in the longer term, that term is running out fast. Do the right and moral thing. ","[52, 2]"
We need to protect our environment for future generations and for the sake of nature's exquisite diversity.,"[-34, 151]"
This world is precious.    We know it can be destroyed and one way is to continue to finance fossil fuels. Please stop for the sake of people like you and me.,"[53, 0]"
Stop fucking our planet. I will never buy from you or your stakeholders again,"[-37, 175]"
"Don't support CO2 producers, but save the planet with COP26.","[52, 0]"
